LON;LAT;ELEV;sand;silt;clay;BULK;COARSE;OrganicCarbon;N;PH;No.DB1;Region;SLLL;SDUL;SSAT;SSKS
-14.21972222;13.18972222;0.075237654;0.548327874;0.255226567;0.196379027;1.558349654;0.103944496;0.990161501;7.317007042;5.965949594;262;3;0.129726257;0.235441271;0.422312648;0.43
-14.13967541;12.68059925;0.061865169;0.490768167;0.245555035;0.263421918;1.410938914;0.157013447;1.528592433;10.28059395;5.496313164;263;3;0.173255186;0.288397308;0.44478167;0.43
-14.13972222;12.75972222;0.054787037;0.479656208;0.258735582;0.261749024;1.448377589;0.168967441;1.132005912;9.822735635;5.950613763;264;3;0.168355325;0.283076954;0.432980821;0.43
-14.13972222;12.84972222;0.056608025;0.481157957;0.237510429;0.281338484;1.432161309;0.17830706;1.143632504;9.661957671;5.812495597;265;3;0.179510717;0.292463593;0.433030406;0.43
-14.13972222;12.92972222;0.034385802;0.520852129;0.191544132;0.28776032;1.464263401;0.11102546;1.138170024;9.003588304;6.45763165;266;3;0.183320716;0.288997067;0.427326636;0.43
-14.14026408;13.0197144;0.02493662;0.492513177;0.152286803;0.258179294;1.343220946;0.053940283;0.769980483;7.099848011;5.781369067;267;3;0.162767288;0.273092565;0.419153262;0.43
-14.13972222;13.09972222;0.032839506;0.595744596;0.174458943;0.229769769;1.497556713;0.064550017;1.030025226;7.556872982;6.372472799;268;3;0.149316573;0.243971453;0.417443083;0.43
-14.13972222;13.18972222;0.070666667;0.564922881;0.216238099;0.218912591;1.540862346;0.126229312;0.904700606;6.330804081;5.906716628;269;3;0.141612329;0.241832106;0.416667527;0.43
-14.04972222;12.68;0.055637255;0.504575018;0.249276228;0.246235999;1.390420474;0.155164889;1.60761612;9.92938131;5.70509124;270;3;0.164647039;0.279355644;0.446855394;0.43
-14.04972222;12.75972222;0.065287037;0.479502666;0.257509065;0.263000688;1.423336979;0.137647925;1.390015044;10.45579354;5.902591392;271;3;0.17157866;0.287888687;0.441723994;0.43
-14.04972222;12.84972222;0.035012346;0.506122711;0.249231466;0.244727682;1.427147906;0.136721706;1.174354804;8.767835687;5.92432721;272;3;0.15927956;0.270794571;0.431528702;0.43
-14.04972222;12.92972222;0.047996914;0.517078233;0.246214067;0.236766016;1.444440436;0.138198819;1.047363484;8.592485334;6.086088321;273;3;0.153441454;0.262621148;0.426011556;0.43
-14.04972222;13.01972222;0.037555556;0.541342843;0.191447285;0.266956962;1.478584253;0.090633902;1.067548388;7.556254423;6.234574363;274;3;0.170901672;0.273790681;0.423035509;0.43
-14.04972222;13.09972222;0.044287037;0.56586108;0.205541289;0.228688119;1.500571619;0.089074391;0.855278385;7.186900866;5.942875967;275;3;0.146673932;0.245777379;0.414511744;0.43
-14.04972222;13.18972222;0.054740741;0.594050105;0.195733584;0.210123057;1.537962178;0.117239043;0.883900193;6.212628311;5.92566991;276;3;0.136231762;0.231181627;0.41378637;0.43
-14.04972222;13.26972222;0.045654321;0.559320981;0.217713281;0.222901042;1.530007602;0.116434825;0.910875699;6.756426382;5.843175328;277;3;0.143987533;0.245082194;0.417260655;0.43
-13.96972222;12.67972222;0.055691358;0.478644366;0.266132675;0.255173972;1.402289638;0.151056625;1.587198285;10.59570391;5.69650213;278;3;0.169177175;0.287696335;0.449074702;0.43
-13.96972222;12.75972222;0.06891358;0.483429626;0.273925218;0.242530565;1.436667154;0.161531096;1.029146721;9.43032765;5.743881617;279;3;0.15647343;0.271427876;0.429028704;1.32
-13.96972222;12.84972222;0.029518519;0.501968499;0.261391523;0.236600484;1.456305639;0.137545477;1.235270133;9.567276834;5.863262358;280;3;0.155330613;0.268730279;0.434494498;0.43
-13.96972222;12.92972222;0.063441358;0.481644803;0.24319264;0.27514579;1.439344548;0.165598456;1.053821606;9.406737316;5.867811942;281;3;0.175173921;0.287981928;0.430115788;0.43
-13.96972222;13.01972222;0.083021605;0.554263931;0.191471776;0.254445942;1.453187606;0.110574069;0.902386501;7.478725961;6.081832472;282;3;0.162038452;0.262221496;0.416644472;0.43
-13.96972222;13.09972222;0.056216049;0.589305408;0.195095934;0.21557735;1.508816573;0.167242108;0.948823845;7.863377376;5.670085845;283;3;0.140179716;0.236222548;0.416178623;0.43
-13.96972222;13.18972222;0.04812037;0.59706257;0.21085741;0.192182887;1.522933693;0.121626972;0.860080023;5.731591698;5.695045695;284;3;0.125535371;0.22077017;0.413747504;2.59
-13.96972222;13.26972222;0.056768519;0.581070681;0.208928514;0.210042735;1.529794704;0.099715422;0.859148139;5.691622265;5.850807515;285;3;0.135916896;0.233208391;0.413992487;0.43
-13.87972222;12.67972222;0.054601852;0.472207158;0.274648229;0.253136544;1.382452059;0.159075211;1.747070637;10.17915171;5.704845525;286;3;0.169591918;0.290603863;0.455816032;1.32
-13.87972222;12.75972222;0.054895062;0.488993412;0.265860498;0.245006339;1.42225315;0.150690784;1.142621622;9.752645618;5.787802099;287;3;0.15905568;0.273537018;0.432438808;0.43
-13.87972222;12.84972222;0.046518519;0.497169759;0.263898735;0.238961069;1.426015033;0.153790542;1.172275397;9.727273454;5.797634723;288;3;0.155978517;0.269639551;0.432690474;0.43
-13.87972222;12.92972222;0.064774691;0.514560179;0.241425367;0.244138393;1.439580971;0.134594646;1.244286353;9.892842301;5.882070944;289;3;0.159713217;0.270184037;0.432981412;0.43
-13.87972222;13.01972222;0.044972222;0.527824902;0.229494328;0.242491301;1.456975476;0.122277229;0.952979321;7.729628797;5.923228019;290;3;0.155699573;0.261793303;0.421422702;0.43
-13.87972222;13.09972222;0.066095679;0.513252589;0.222922603;0.263610765;1.480654268;0.107407552;1.156786504;8.307717155;5.912961676;291;3;0.169794356;0.278468424;0.429489257;0.43
-13.87972222;13.18972222;0.062861111;0.536440608;0.225730797;0.237857534;1.511125409;0.112532703;0.968999614;6.72626118;5.852893938;292;3;0.153229192;0.258127607;0.421147447;0.43
-13.87972222;13.26972222;0.040040123;0.542670212;0.242200861;0.215252176;1.526011608;0.135888594;0.995380903;7.132602636;5.790374495;293;3;0.140596132;0.246056229;0.422187457;0.43
-13.79972222;12.67972222;0.0565;0.478530183;0.277643678;0.243931359;1.385890484;0.146394751;1.526656487;10.22822971;5.669391098;294;3;0.162352544;0.281592195;0.447678712;1.32
-13.79972222;12.75972222;0.071472222;0.501795572;0.263701114;0.234453293;1.447022074;0.15709119;1.099483639;9.561000245;5.849898081;295;3;0.152668072;0.265308071;0.429635713;0.43
-13.79972222;12.84972222;0.038959877;0.480730972;0.272856565;0.246395698;1.433837616;0.130140458;1.108549966;9.746345717;5.769995896;296;3;0.159467475;0.275144459;0.43217891;0.43
-13.79972222;12.92972222;0.046506173;0.544754393;0.227825794;0.22754847;1.452138105;0.153652351;1.029835139;8.980930732;5.907451833;297;3;0.14801767;0.252464113;0.422748184;0.43
-13.79972222;13.01972222;0.060521605;0.50710294;0.251503997;0.241405195;1.472979336;0.115156254;1.005169426;8.512906682;5.879436792;298;3;0.155616417;0.266032495;0.425526155;0.43
-13.79972222;13.09972222;0.062962963;0.527727581;0.21800625;0.254216129;1.52120168;0.127689095;0.940396111;8.226540868;5.82665598;299;3;0.162272123;0.267541456;0.420855243;0.43
-13.79972222;13.18972222;0.063160494;0.547220423;0.219456036;0.233296238;1.512701668;0.120810736;0.929253053;6.707397368;5.799116775;300;3;0.15017778;0.253058271;0.418768831;0.43
-13.79972222;13.26972222;0.058885802;0.524908064;0.246127253;0.228906921;1.533182712;0.119209815;0.862066067;6.15492994;5.903815071;301;3;0.146925786;0.253866464;0.418679515;0.43
-13.79972222;13.35972222;0.047808642;0.513509757;0.247951487;0.238439432;1.549996801;0.128265711;0.888459018;7.174208502;5.829031027;302;3;0.152684267;0.261300387;0.420723927;0.43
-13.80062315;13.51999578;0.013806084;0.477145491;0.260692799;0.262211342;1.57447261;0.066602211;0.899990567;6.694301179;5.93576145;303;3;0.166341433;0.279997894;0.425416664;0.43
-13.70972222;12.67972222;0.075623457;0.479901082;0.257223314;0.263112158;1.396647862;0.128267963;1.303570102;9.379104576;5.679632052;304;3;0.17079944;0.286467193;0.438738018;0.43
-13.70972222;12.75972222;0.058240741;0.47358477;0.27084331;0.255681355;1.407616612;0.14138159;1.380675676;9.792673685;5.722066428;305;3;0.167373985;0.285381104;0.442507562;0.43
-13.70972222;12.84972222;0.071527778;0.474208964;0.277433955;0.248435244;1.452086424;0.124133285;1.03126157;9.225483018;5.61490669;306;3;0.159820956;0.276014984;0.430165561;1.32
-13.70972222;12.92972222;0.070598765;0.49554044;0.256965864;0.247594129;1.471072111;0.147789071;0.987761927;8.926952366;5.809764482;307;3;0.158938084;0.270923399;0.426163599;0.43
-13.70972222;13.01972222;0.061685185;0.523953191;0.228472847;0.24754402;1.495574846;0.111612174;0.964257448;8.021350489;5.8694563;308;3;0.158703657;0.265256524;0.422157094;0.43
-13.70972222;13.09972222;0.069694444;0.582661379;0.179380765;0.237848529;1.512948666;0.101168368;1.078884647;7.400534186;6.064290244;309;3;0.154505028;0.251537315;0.419901991;0.43
-13.70972222;13.18972222;0.063734568;0.518627499;0.259488127;0.221990275;1.509892991;0.114121327;0.93021474;7.084799988;5.806229722;310;3;0.14372966;0.252888452;0.421876883;0.43
-13.70972222;13.26972222;0.048299383;0.492414021;0.241867303;0.26555891;1.534604889;0.14118099;0.941710071;7.083745314;5.782301681;311;3;0.168688075;0.279599301;0.425042968;0.43
-13.70972222;13.35972222;0.019466049;0.483920004;0.246982826;0.269016485;1.542993059;0.105083476;0.919845123;7.213934842;6.072908394;312;3;0.170422439;0.282468118;0.425408402;0.43
-13.62972222;12.67972222;0.063558642;0.46125999;0.269940578;0.268967613;1.403880511;0.120924815;1.320553641;10.24190811;5.72395527;313;3;0.174116818;0.292715665;0.44170626;0.43
-13.62972222;12.75972222;0.056990741;0.479321096;0.264251258;0.256242279;1.438658277;0.140130749;1.263069884;9.598534542;5.650587201;314;3;0.166552797;0.282668424;0.437624686;0.43
-13.62972222;12.84972222;0.061280864;0.491223498;0.264547813;0.244233349;1.452433177;0.13821775;1.218010542;9.999894681;5.718283632;315;3;0.159406596;0.274058757;0.434886695;0.43
-13.62972222;12.92972222;0.06683642;0.47859824;0.277797896;0.243371773;1.477486055;0.111956975;1.136972522;8.939507112;5.831615911;316;3;0.158047772;0.274589793;0.433497162;1.32
-13.62972222;13.01972222;0.062762346;0.5274683;0.220493578;0.252164041;1.497004198;0.12240533;1.18722447;8.605080474;5.721569429;317;3;0.163691476;0.270788439;0.429108391;0.43
-13.62972222;13.09972222;0.053324074;0.554946381;0.214583641;0.230519798;1.517451909;0.136477296;1.026269688;7.88845525;5.803894529;318;3;0.149680556;0.25196506;0.421447789;0.43
-13.62972222;13.18972222;0.032243827;0.518534257;0.234015277;0.247508304;1.542851173;0.105290388;0.878603516;7.68910101;5.790331696;319;3;0.157773574;0.264754107;0.419838152;0.43
-13.53972222;12.67972222;0.072441358;0.457573544;0.279797773;0.262325073;1.414841286;0.125320202;1.246336212;10.29894189;5.695601504;320;3;0.16968344;0.289106827;0.439777968;1.32
-13.53972222;12.75972222;0.079179012;0.472055536;0.286576592;0.241250647;1.434925423;0.125740251;1.163150755;9.656759793;5.767554898;321;3;0.157104811;0.275263085;0.435264286;1.32
-13.53972222;12.84972222;0.076716049;0.47458015;0.252882336;0.272769707;1.461840325;0.127259146;1.09103379;9.536335684;5.785960876;322;3;0.174152992;0.288622491;0.432236249;0.43
-13.53972222;12.92972222;0.054645062;0.464139568;0.262323104;0.273378656;1.482251793;0.127379913;1.32333131;9.527632924;5.805798876;323;3;0.176620466;0.294312192;0.441296213;0.43
-13.53972222;13.01972222;0.044305556;0.490680904;0.268173004;0.241291744;1.50583051;0.128103342;1.174949255;9.018483059;5.782589194;324;3;0.157302102;0.272010427;0.433485812;0.43
-13.45972222;12.67972222;0.034765432;0.465564196;0.273803645;0.260593002;1.438793545;0.119742261;1.424325156;10.01721402;5.804571758;325;3;0.170479955;0.289772919;0.444931641;0.43
-13.4588912;12.85068519;0.0255625;0.469399352;0.275029229;0.255538911;1.510509203;0.100822687;1.199394919;9.415152478;5.854433927;326;3;0.165483476;0.283065832;0.43668787;0.43
-13.36972222;12.67972222;0.0355;0.455509786;0.277125089;0.267388733;1.440466246;0.098380994;1.206484647;9.723778539;5.725647084;327;3;0.172126702;0.291191031;0.438631687;0.43
-13.14842186;12.8612851;0.035434066;0.491300944;0.258390188;0.250271742;1.50513891;0.127425067;1.08162693;9.371305717;5.70149806;328;4;0.161410378;0.27460618;0.429925789;0.43
-13.14972222;12.94972222;0.038080247;0.479598966;0.244207824;0.27614507;1.513585105;0.115258574;1.167265803;8.300601702;5.861120668;329;4;0.176799733;0.290574126;0.43402769;0.43
-13.14972222;13.02972222;0.039095679;0.48669543;0.264067476;0.249373092;1.523863368;0.110466035;1.188385481;8.78539686;5.765925673;330;4;0.161976929;0.276827558;0.434249166;0.43
-13.06972222;12.68972222;0.096904321;0.419748119;0.317900106;0.262329749;1.419065165;0.13486241;1.138437042;8.827683899;5.678532364;331;4;0.168497625;0.294150627;0.440918413;1.32
-13.06972222;12.77972222;0.048376543;0.487500607;0.24282906;0.269433972;1.475136976;0.120620791;1.118567823;9.648440024;5.771665158;332;4;0.172592099;0.285198669;0.43145992;0.43
-13.06972222;12.85972222;0.057518519;0.50290475;0.255732916;0.241254252;1.489601436;0.128631163;1.073131354;9.002251589;5.811676318;333;4;0.156242227;0.267933681;0.428413287;0.43
-13.06972222;12.94972222;0.075842593;0.475247944;0.281900665;0.242830129;1.516689247;0.123132715;1.133503125;7.77947685;5.74084233;334;4;0.157698409;0.274898377;0.433774288;1.32
-13.06972222;13.02972222;0.044854938;0.484190214;0.260154327;0.255649556;1.537720414;0.118419224;1.067029203;8.042557639;5.834619454;335;4;0.164284897;0.278258529;0.430230943;0.43
-12.97972222;12.51972222;0.105839506;0.396570131;0.369717703;0.233564095;1.418291624;0.151323894;1.266144499;10.57124556;5.769236175;336;4;0.153620712;0.287956146;0.448437981;1.32
-12.97972222;12.60972222;0.097305556;0.393846803;0.353784961;0.252425383;1.43523449;0.121487544;1.247423436;9.940194432;5.800247431;337;4;0.163878556;0.296222486;0.44822323;1.32
-12.97972222;12.68972222;0.098296296;0.37360405;0.333523329;0.292885758;1.437205456;0.142269933;1.062655225;8.790545661;5.724133089;338;4;0.184665693;0.314663893;0.445725869;0.23
-12.97972222;12.77972222;0.09012037;0.477088269;0.255998204;0.26698522;1.451885261;0.154528984;1.213798769;9.491072937;5.809847423;339;4;0.172082779;0.2873482;0.436004677;0.43
-12.97972222;12.85972222;0.042141975;0.487339459;0.25313398;0.25946358;1.478701583;0.13845982;1.147995509;9.299024336;5.833787057;340;4;0.167255812;0.280872475;0.43257704;0.43
-12.97972222;12.94972222;0.085354938;0.489194133;0.271806904;0.238881455;1.52027846;0.143403349;1.056740556;8.307555067;5.801668736;341;4;0.15470264;0.269068336;0.429407117;0.43
-12.97972222;13.02972222;0.072219136;0.504119937;0.246159538;0.24977035;1.545101334;0.149913734;1.110189539;8.169377504;5.845143657;342;4;0.161455506;0.272507894;0.429398408;0.43
-12.89972222;12.60972222;0.131472222;0.401661206;0.335736329;0.262504645;1.437997884;0.229778546;1.194613953;11.22335839;5.843532025;343;4;0.169026497;0.298348521;0.445362744;1.32
-12.89972222;12.68972222;0.12058642;0.427300209;0.291850246;0.280895027;1.448892314;0.24742367;1.222214196;10.78195484;5.831464723;344;4;0.179648881;0.302503978;0.443078462;0.23
-12.89972222;12.77972222;0.049700617;0.455127223;0.268137856;0.274609918;1.453521105;0.113572716;1.274493697;9.951146736;5.855025395;345;4;0.176793984;0.295669501;0.440917566;0.43
-12.89972222;12.85972222;0.117966049;0.457724838;0.290459566;0.251978107;1.467872989;0.218834133;1.257385429;10.3786573;5.881544238;346;4;0.164009983;0.284483451;0.440306755;1.32
-12.89972222;12.94972222;0.087037037;0.492562455;0.258075844;0.249577918;1.496044063;0.135108837;1.166915529;8.863663154;5.881907811;347;4;0.161893832;0.275490118;0.432770123;0.43
-12.89972222;13.02972222;0.057796296;0.454497971;0.286411858;0.259093106;1.532772571;0.134174325;1.079633021;8.112569521;5.819569866;348;4;0.166258878;0.285471226;0.434335757;1.32
-12.80972222;12.51972222;0.147046296;0.408036502;0.341632825;0.250207023;1.425391222;0.170830544;1.241296512;11.16703732;5.80470538;349;4;0.16265279;0.292541864;0.44611655;1.32
-12.80972222;12.60972222;0.131703704;0.41484661;0.316761981;0.268444657;1.401740471;0.247958526;1.715525007;13.07285079;5.839456013;350;4;0.177078976;0.306582481;0.462324724;0.23
-12.80972222;12.68972222;0.111583333;0.422844311;0.300297571;0.276925391;1.431602451;0.217991766;1.441528368;11.53720983;5.893872322;351;4;0.179351308;0.304716616;0.451185467;0.23
-12.80972222;12.77972222;0.059324074;0.462831861;0.277515223;0.259730082;1.430114772;0.152631297;1.34410838;11.8685504;5.918961809;352;4;0.169206013;0.288555502;0.442538456;1.32
-12.80972222;12.85972222;0.071561728;0.504148624;0.231430319;0.264403164;1.477459603;0.128771482;1.189595021;10.07832634;5.920306912;353;4;0.170528704;0.280989373;0.431706041;0.43
-12.80972222;12.94972222;0.077950617;0.497405775;0.246409134;0.256261876;1.487277056;0.12686517;1.151301272;9.050735296;6.093724229;354;4;0.165522297;0.277579734;0.431485086;0.43
-12.7297658;12.43999455;0.114810458;0.436513858;0.3369337;0.226480005;1.408212156;0.144402038;1.385920881;12.15493737;5.860349435;355;4;0.151033137;0.279255694;0.448502108;1.32
-12.72972222;12.51972222;0.099290123;0.44528663;0.307964049;0.246809497;1.417114984;0.115606433;1.408916817;11.38579938;5.937189541;356;4;0.162562676;0.286946867;0.447633115;1.32
-12.72972222;12.60972222;0.100160494;0.41730448;0.307110674;0.275713422;1.438541928;0.22489795;1.326973585;11.32398466;5.844422454;357;4;0.177626836;0.303423116;0.448057829;0.23
-12.72972222;12.68972222;0.063601852;0.441540155;0.278740727;0.27954106;1.453618827;0.113717438;1.119879849;9.590830487;5.886914688;358;4;0.178066386;0.297953633;0.437668627;0.23
-12.72972222;12.77972222;0.085432099;0.452949897;0.296785534;0.250061398;1.434876623;0.125379305;1.207618097;10.33309095;5.945095851;359;4;0.162429225;0.283647979;0.439128757;1.32
-12.72972222;12.85972222;0.109774691;0.458708092;0.290061737;0.250943594;1.470596051;0.156420126;1.269981057;10.73668543;5.895115715;360;4;0.163560699;0.284038336;0.440655751;1.32
-12.72972222;12.94972222;0.094253086;0.512101055;0.242888013;0.245088347;1.4884681;0.180415007;1.242318385;9.847444192;6.025917949;361;4;0.160218198;0.271059568;0.433169747;0.43
-12.72972222;13.02972222;0.075962963;0.486351562;0.267724011;0.246116239;1.499871848;0.180061802;1.241642062;10.6773354;5.900803542;362;4;0.160689792;0.276255022;0.436271639;0.43
-12.63963347;12.44099816;0.124543568;0.408903137;0.342041476;0.248869922;1.407949711;0.092813768;1.124429989;10.04347896;5.90274802;363;4;0.160811989;0.289902144;0.441494757;1.32
-12.63972222;12.51972222;0.11382716;0.430707132;0.318043271;0.251280274;1.415974079;0.12000615;1.208717762;10.52365348;5.963954598;364;4;0.163033683;0.288305788;0.441980045;1.32
-12.63972222;12.60972222;0.118447531;0.403262379;0.337938218;0.258710417;1.420203589;0.179446752;1.428965651;11.57870218;5.899999466;365;4;0.16906264;0.300062197;0.453860788;1.32
-12.63972222;12.68972222;0.129237654;0.405130186;0.326467545;0.268461519;1.433313955;0.130384202;1.339134332;11.30823068;5.874084497;366;4;0.173640922;0.302535309;0.450229204;0.23
-12.63972222;12.77972222;0.077058642;0.455630037;0.2883546;0.256146422;1.462153719;0.161973003;1.265067537;11.14800385;5.974681257;367;4;0.166402883;0.286905207;0.440784589;1.32
-12.63972222;12.85972222;0.151898148;0.41732;0.328908126;0.253717578;1.482545971;0.118045725;1.132467481;8.642113317;5.933030454;368;4;0.163621536;0.290628758;0.440847708;1.32
-12.63972222;12.94972222;0.132117284;0.485642718;0.263896896;0.250584296;1.520230525;0.148106233;1.129722295;8.566159756;5.929210013;369;4;0.1620597;0.276604677;0.432288055;0.43
-12.63972222;13.02972222;0.113660494;0.447351832;0.304845288;0.247819268;1.521479082;0.096471196;1.086610462;8.590255108;6.085507374;370;4;0.159964129;0.28163522;0.435361253;1.32
-12.63972222;13.11972222;0.136444444;0.451602799;0.293709873;0.254810164;1.524066325;0.253084121;1.368051191;14.28260228;5.801750723;371;4;0.166636242;0.288706186;0.44504487;1.32
-12.55972222;12.43972222;0.111598765;0.42296952;0.339681756;0.237311988;1.395198111;0.126459359;1.332444605;11.32301267;6.007916376;372;4;0.156440673;0.28563881;0.447804413;1.32
-12.55972222;12.51972222;0.101194444;0.43723257;0.305684218;0.256980742;1.406150952;0.15496798;1.239795163;11.3066608;6.061196207;373;4;0.166537213;0.290190602;0.442274729;1.32
-12.55972222;12.60972222;0.065762346;0.414139773;0.316866523;0.268832065;1.437157252;0.097822952;1.12828681;11.62759061;6.022863992;374;4;0.172013366;0.297924466;0.4414329;0.23
-12.55972222;12.68972222;0.063657407;0.436548555;0.27797973;0.285565335;1.453422602;0.122627248;1.180790723;10.15605277;5.913448493;375;4;0.181950357;0.302490474;0.440448005;0.23
-12.55972222;12.77972222;0.134768519;0.408113382;0.314178815;0.277658369;1.455357694;0.191165153;1.402977695;11.7613727;5.943301848;376;4;0.179298175;0.306959476;0.452028867;0.23
-12.55972222;12.85972222;0.122679012;0.446300635;0.290541245;0.263329736;1.454566177;0.185443187;1.457299297;11.63328369;5.907562499;377;4;0.172174442;0.294912721;0.448690017;1.32
-12.55972222;12.94972222;0.155175926;0.439385597;0.292920853;0.267639427;1.468620564;0.149666833;1.254190445;9.211494846;5.834333233;378;4;0.172624218;0.294873238;0.442456361;0.23
-12.55972222;13.02972222;0.11304321;0.474798104;0.269107432;0.256010224;1.523881677;0.130412367;1.252522562;10.23401294;5.844691485;379;4;0.166296437;0.283194315;0.437849378;0.43
-12.55972222;13.11972222;0.106617284;0.460453506;0.269412747;0.270154197;1.515715364;0.152330247;1.203711318;9.396970161;5.917681895;380;4;0.173675336;0.291579432;0.437857559;0.43
-12.47972222;12.43972222;0.094398148;0.426812247;0.329821128;0.243267137;1.400096872;0.111435593;1.404348725;11.36418374;5.965482138;381;4;0.16045832;0.288724246;0.450002056;1.32
-12.47972222;12.51972222;0.096762346;0.442057576;0.305052877;0.252768964;1.406560351;0.12616154;1.321407151;10.71997878;6.007182307;382;4;0.164998455;0.288745002;0.444666862;1.32
-12.47972222;12.60972222;0.129009259;0.436283492;0.298885552;0.264802052;1.428526762;0.228989654;1.386849936;11.01699468;5.994208509;383;4;0.172258782;0.296208124;0.447578873;1.32
-12.47972222;12.68972222;0.105080247;0.47280649;0.270517481;0.256773306;1.447283171;0.260754663;1.604942552;14.4088935;5.950183028;384;4;0.170187277;0.289739089;0.450422219;0.43
-12.47972222;12.77972222;0.069882716;0.465399834;0.244721004;0.289952153;1.450608779;0.13950855;1.44849527;11.66783403;6.053281181;385;4;0.18698773;0.303685614;0.444633702;0.43
-12.47972222;12.85972222;0.095506173;0.477209935;0.261933729;0.260900548;1.485936588;0.191336539;1.475753868;11.76825502;5.952656565;386;4;0.171233798;0.288715055;0.445065894;0.43
-12.47972222;12.94972222;0.170351852;0.450553163;0.295163796;0.254292721;1.485689993;0.188401223;1.278310997;9.949513458;5.821569265;387;4;0.165472367;0.287188877;0.441954256;1.32
-12.47972222;13.02972222;0.174290123;0.443706273;0.296785889;0.259460962;1.492837927;0.222189023;1.335749506;11.31411929;5.796121605;388;4;0.168863314;0.291692383;0.444841943;1.32
-12.47972222;13.11972222;0.095219136;0.451862202;0.294511879;0.2536809;1.526683535;0.163584465;1.35876074;9.817879001;5.967154448;389;4;0.165920246;0.287996581;0.444705596;1.32
-12.47965517;13.19965169;0.088658307;0.473527358;0.258033312;0.268428664;1.519246394;0.130407057;1.124252705;8.970990862;6.111132378;390;4;0.172017328;0.287236945;0.43347115;0.43
-12.38972222;12.43972222;0.111216049;0.45166327;0.283960144;0.264416806;1.408420985;0.126350085;1.330319986;10.70837965;6.063302467;391;4;0.171614695;0.292448222;0.443465307;1.32
-12.38972222;12.51972222;0.28692284;0.432380802;0.316161505;0.251449506;1.356741249;0.242184613;2.013111075;15.40710966;5.993019839;392;4;0.17085234;0.301326514;0.471832593;1.32
-12.38972222;12.60972222;0.106388889;0.419084368;0.312121073;0.268749162;1.42661868;0.111399449;1.319705886;11.52937126;6.037025379;393;4;0.173716658;0.29992749;0.447566572;0.23
-12.38972222;12.68972222;0.124358025;0.438696376;0.294254711;0.266891101;1.428140781;0.164592524;1.452534886;12.22297637;5.981000853;394;4;0.174040509;0.29774516;0.449494651;0.23
-12.38972222;12.77972222;0.122830247;0.465632715;0.267794892;0.266556884;1.475912486;0.166187445;1.382325866;11.4475615;6.069244852;395;4;0.17338972;0.291822521;0.443258003;0.43
-12.38972222;12.85972222;0.168842593;0.461799903;0.255321101;0.282881249;1.41895596;0.266239024;2.108746894;17.50223966;6.007492708;396;4;0.189032604;0.310951982;0.466617924;0.43
-12.38972222;12.94972222;0.128845679;0.456901279;0.299655102;0.243377212;1.511770319;0.155022362;1.061741233;8.263894319;5.880517757;397;4;0.157237905;0.277364915;0.43327576;1.32
-12.38972222;13.02972222;0.093;0.438397908;0.320340566;0.24143026;1.486423031;0.105226508;1.305034552;9.456805564;5.907592045;398;4;0.158518792;0.284076934;0.44472533;1.32
-12.38972222;13.11972222;0.114438272;0.421662243;0.296491968;0.281787257;1.527372808;0.113445577;1.071126243;8.356278769;5.849670749;399;4;0.178792659;0.30167314;0.438807958;0.23
-12.38972222;13.19972222;0.105709877;0.455819023;0.279774022;0.264313579;1.517578421;0.148923391;1.063806475;8.59986861;5.914092345;400;4;0.169052058;0.287443725;0.433673785;1.32
-12.38889872;13.28661259;0.150247788;0.424669885;0.305676597;0.26954674;1.523194509;0.139802209;0.943012563;7.597794478;5.859005355;401;4;0.170782831;0.293576794;0.433544892;0.23
-12.30972222;12.35972222;0.424441358;0.381519825;0.36548087;0.25304141;1.406383624;0.240140301;1.452761205;11.61204413;5.831571516;402;4;0.166023841;0.301994847;0.457884098;1.32
-12.30972222;12.43972222;0.17545679;0.436669099;0.302987863;0.260371536;1.447014124;0.204702669;1.22533945;10.54685305;5.98953417;403;4;0.168288664;0.291596936;0.441818529;1.32
-12.30972222;12.51972222;0.147398148;0.412207315;0.337283911;0.250513178;1.431061823;0.21255585;1.266978314;10.25160053;5.992665639;404;4;0.163082332;0.292320303;0.44656051;1.32
-12.30972222;12.60972222;0.150972222;0.409843825;0.324515678;0.265660451;1.435879772;0.105393635;1.29484774;10.62579141;6.043056005;405;4;0.171724391;0.299811736;0.447961069;0.23
-12.30972222;12.68972222;0.163487654;0.457422692;0.28163024;0.260904167;1.442698342;0.197332194;1.370517079;12.5772008;6.02182735;406;4;0.170080545;0.290476228;0.444166111;1.32
-12.30972222;12.77972222;0.113972222;0.490280395;0.262697524;0.247013705;1.480522941;0.217061941;1.536717235;12.33481783;6.158328804;407;4;0.164240949;0.281045388;0.446243407;0.43
-12.30972222;12.85972222;0.13407716;0.502487193;0.250911826;0.246656704;1.469545122;0.234301446;1.63643701;12.56186553;6.021705085;408;4;0.165163964;0.280426762;0.448121262;0.43
-12.30972222;12.94972222;0.138524691;0.443717049;0.307469704;0.248644783;1.475216582;0.169077992;1.281210354;9.724599;5.915597896;409;4;0.162321459;0.285922099;0.443033267;1.32
-12.30972222;13.02972222;0.110919753;0.459046882;0.297745979;0.243116835;1.50560458;0.213265575;1.42939319;10.26589008;5.950501353;410;4;0.160796816;0.28311646;0.446722218;1.32
